affected,"collected,connected,corrected,defected,deflected,dejected,detected,directed,dissected,effected,ejected,elected,erected,expected,infected,inflected,injected,inspected,neglected,objected,perfected,projected,protected,reflected,rejected,respected,selected,subjected,suspected,disaffected,disconnected,disrespected,interjected,intersected,misdirected,recollected,reconnected,redirected,reelected,resurrected,unaffected,uncollected,unconnected,uncorrected,undetected,unelected,unexpected,uninfected,unprotected,unsuspected"
affecting,"collecting,connecting,correcting,defecting,deflecting,detecting,directing,dissecting,effecting,electing,erecting,expecting,infecting,injecting,inspecting,neglecting,objecting,perfecting,projecting,prospecting,protecting,reflecting,rejecting,respecting,selecting,subjecting,suspecting,disconnecting,disrespecting,intersecting,recollecting,reconnecting,redirecting,reelecting,resurrecting,unsuspecting
"
afraid,"abrade,allayed,arcade,arrayed,betrayed,blockade,brascade,brigade,brocade,buffeted,cascade,charade,cliched,conveyed,crocheted,crusade,decade,decayed,degrade,delayed,dismayed,displayed,dissuade,evade,filleted,forbade,granade,grenade,handmade,home-made,homemade,invade,kincade,kincaid,manmade,marcade,mccade,mcdade,mcdaid,mcglade,mcquade,mcquaid,mcquaide,mislaid,obeyed,okayed,outweighed,parade,persuade,pervade,portrayed,prepaid,remade,repaid,replayed,sauteed,surveyed,tirade,unmade,unpaid,unswayed,upbraid,upgrade,colonnade,disobeyed,lemonade,masquerade,metrodade,overpaid,overplayed,overstayed,palisade,promenade,serenade,unafraid,underpaid,underplayed,usaid
"
after,"drafter,laughter,rafter,hereafter,thereafter
"
afternoon,"antoon,aoun,attune,baboon,balloon,banoun,barloon,bassoon,bethune,buffoon,cahoon,calhoon,calhoun,cancun,cardoon,cartoon,cocoon,cohoon,commune,corroon,dekroon,festoon,galloon,hamdoon,harpoon,harroun,huntoon,immune,impugn,karoun,karun,laffoon,lagoon,lampoon,liqun,magoon,majnoon,maroon,mattoon,mcclune,mccuen,mccune,mckune,monsoon,muldoon,platoon,pontoon,raccoon,rangoon,saloon,sassoon,terhune,tycoon,typhoon,verboon,xiaoyun,disharoon,ducommun,opportune,picayune,viromune,wotherspoon,contrabassoon,inopportune
"
ago,"aglow,although,arnaud,arnault,badeau,badeaux,barbeau,beaudreau,bebeau,begnaud,belleau,below,bestow,bibeau,bibeault,bio,biscoe,blincoe,boileau,boisseau,bonneau,bordeau,bordeaux,boudreau,boudreaux,bourbeau,bourdeau,bourgault,brancheau,brasseaux,brazeau,brideau,brosseau,brousseau,bruneau,brusseau,budreau,buteau,cabo,campeau,chabot,champeau,changsho,chateau,chateaux,chenault,cointreau,comeau,comeaux,compeau,cousteau,crepeau,croteau,crotteau,daignault,daigneault,davao,davault,deboe,dedeaux,defoe,denault,deneau,deneault,devault,devaux,deveau,deveaux,devoe,drapeau,dubeau,dufault,dussault,dusseau,dusseault,enloe,enlow,enslow,escoe,escrow,facteau,faucheux,faurot,fauteux,favreau,fecteau,forego,forgo,fregeau,furlaud,garceau,gareau,garneau,gaudreau,gauthreaux,gautreau,gautreaux,gauvreau,gendreau,georgiou,gibeau,gibeault,giraud,goudeau,goudreau,groleau,guilbault,guilbeau,guilbeault,guilbeaux,guillot,hello,hurteau,hwang-ho,inco,inlow,inscoe,jacquot,jandreau,jarreau,kayo,kowtow,labeau,lafoe,lambreau,lareau,laveau,lebeau,lebow,ledlow,legault,leleux,lettau,lheureux,lienau,lozeau,malveaux,manseau,marceau,marceaux,margaux,mayeux,michaud,michaux,micheaux,migneault,mineau,miro,monceaux,mongeau,monroe,moreau,morneau,morneault,mousseau,munro,nadeau,nedeau,neveau,nouveau,outgrow,papo,pernod,perot,perreault,peugeot,pineau,plateau,primeau,primeaux,pruneau,rambeau,renaud,renault,reneau,rideau,rideaux,riendeau,rondeau,rougeau,rouleau,so-so,soileau,sterno,tableau,tableaux,tarot,tebeau,tetreault,thebeau,thibault,thibeau,thibeaux,thiebaud,thoreau,thurnau,tondreau,trudeau,truffaut,turbot,ungo,uno,valleau,van-gogh,veilleux,viau,vieau,vienneau,vigneau,vigneault,apropos,eeo,imo,ivo,overflow,pinsoneault,taekwondo,tallyho,theriault,therriault,tourtelot,tyo,undergo,celo"
agreed,"accede,aidid,concede,decreed,degreed,elide,exceed,gilead,hadid,hamid,impede,indeed,laclede,lipide,misdeed,mislead,misread,omead,precede,proceed,rasheed,rashid,recede,reread,reseed,saeed,secede,shaheed,stampede,succeed,vahid,wahid,waleed,walid,alwaleed,aristede,aristide,disagreed,guaranteed,intercede,overfeed,supersede
"
agreeing,"being,fleeing,freeing,geeing,keying,seeing,skiing,teeing,foreseeing,sightseeing,wellbeing,disagreeing,guaranteeing
"
ahead,"abed,adread,behead,embed,imbed,instead,misled,numed,purebred,retread,sayed,unread,unsaid,unted,unwed,widespread,biomed,infrared,interbred,overfed,overhead,thoroughbred
"
air,"abair,adair,adaire,addair,affair,alair,allaire,astaire,auclair,aware,bancaire,beaufrere,belair,belaire,beware,bezaire,boisclair,coderre,comair,compare,convair,corriere,declare,delair,despair,dispair,ensnare,forswear,frontiere,geniere,gisclair,glenayre,impair,kenmare,laware,leclaire,lefrere,lemaire,macnair,mcnair,midair,moliere,montclair,o'hare,opere,pentair,pershare,pierre,praxair,prepare,repair,santerre,sinclair,st_clair,st_claire,swissair,takecare,trosclair,unfair,voltaire,westair,whitehair,almaguer,bellemare,billionaire,canadair,debonair,disrepair,doctrinaire,icelandair,javier,jeanpierre,larosiere,laterriere,maxicare,microware,millionaire,nationair,questionnaire,solitaire,st_pierre,unaware,usair,concessionaire"
alive,"arrive,c5,connive,contrive,deprive,derive,m5,revive,survive
"
all,"antol,appall,bacall,befall,depaul,edsall,engwall,enthral,fairall,forestall,install,mccall,mccaul,mcfall,mcfaul,mcnall,mcphaul,mehall,metall,nepal,recall,sabol,vandall,vanhall,vantol,withal,luminol,montreal,peterpaul,senegal
"
allowed,"abboud,aloud,avowed,endowed,enshroud,macleod,mccloud,mcleod,mcloud,unbowed,disallowed,disavowed
"
alone,"arone,athlone,atone,barone,barrone,bastogne,bayonne,bemoan,cadrone,capone,carone,catone,cirone,cologne,condone,cyclone,damone,dethrone,dijon,disown,dragone,farone,garone,hipbone,homegrown,intone,latrone,leone,lupone,malone,mamone,marone,masone,mccone,mccrone,mcglone,mchone,mckone,mckown,melloan,milone,mione,montrone,outgrown,outshone,palone,pavone,perone,picone,pirone,postpone,ramon,ramone,raton,salone,scavone,scimone,sharon,shirone,simone,stallone,tirone,trombone,tyrone,unknown,valone,vanstone,varone,yarchoan,bourguignon,calderon,cipollone,overblown,overgrown,overthrown,romanone,unbeknown,concepcion"
altered,"unaltered
"
alternate,"alternate
"
ambiguous,"contiguous
"
amused,"abused,accused,bemused,confused,defused,diffused,enthused,excused,infused,misused,perused,recused,refused,reused,suffused,transfused,unused,disabused,overused,underused
"
amusing,"boozing,bruising,choosing,cruising,fusing,losing,musing,oozing,schmoozing,snoozing,using,abusing,accusing,confusing,defusing,diffusing,excusing,infusing,misusing,perusing,recusing,refusing,reusing,overusing
"
analogue,"analog,analogue
"
ancient,"ancient
"
angry,"shangri
"
annoyed,"avoid,baroid,deployed,destroyed,devoid,employed,enjoyed,steroid,overjoyed,redeployed,unemployed,underemployed
"
annoying,"buoying,cloying,hoying,joying,toying,deploying,destroying,employing,enjoying,redeploying
"
annual,"faneuil,manual,emanuel,emmanuel
"
anonymous,"agronomists,autonomous,economist's,economists'economists,heironimus,synonymous
"
another,"brother,futher,mother,nother,other,rather,smother,souther,suther,uther,yother,another
"
any,"behney,beni,benney,bennie,benny,clenney,denney,dennie,denny,fenney,freni,glennie,glenny,gwennie,heney,henie,henne,henney,jenney,jenni,jennie,jenny,kenney,kenny,lennie,lenny,leny,leonie,many,neni,penney,pennie,penny,plenty,rennie,renny,seney,steny,sweney,tenney,tenny,twenty,veney,ankeney,antennae,aveni,delbene,gisenyi,mcclenny,mckenney,mckenny,yevgeny,polimeni,saraceni
"
apart,"ahart,bossart,depart,descartes,goulart,impart,k-mart,kabart,mccart,mccartt,restart
"
apparent,"behrendt,berent,errant,ferrant,guerrant,parent,aberrant,declarant,emerant,inherent,transparent
"
applied,"abide,allied,aside,astride,belied,beside,betide,cofide,collide,complied,confide,decide,decried,defied,denied,deride,divide,implied,inside,liquide,macbride,mcbride,mcbryde,misguide,obeid,outside,pool-side,preside,provide,relied,replied,reside,retried,stateside,subside,supplied,untied,untried,upside,westside,worldwide,alongside,coincide,malahide,misapplied,nationwide,subdivide,oversupplied
"
appropriate,expropriate
approved,"disproved,improved,removed,unmoved,unproved,disapproved,unapproved,unimproved
"
approving,"moving,proving,improving,removing,disapproving
"
arithmetic,"hettick,acetic,aesthetic,ascetic,athletic,cosmetic,emetic,frenetic,genetic,kinetic,magnetic,pathetic,phonetic,poetic,prophetic,prosthetic,synthetic,alphabetic,anesthetic,apathetic,bionetic,diabetic,dietetic,diuretic,empathetic,energetic,homiletic,kinesthetic,sympathetic,arithmetic
"
arranged,"deranged,estranged,exchanged,shortchanged,unchanged,prearranged,rearranged
"
arriving,"diving,driving,jiving,striving,thriving,conniving,depriving,deriving,reviving,surviving
"
artificial,"bischel,fischel,fishel,fishell,kischell,mischel,pischel,rishel,rishell,initial,judicial,official,beneficial,sacrificial,superficial,unofficial
"
asking,"basking,masking,tasking
"
asleep,"bopeep,felipe,mcsleep,phillipe,anandeep
"
assistant,"distant,consistent,existent,insistent,persistent,resistant,inconsistent,nonexistent,self-consistent
"
associate,"associate,associate,associate,negotiate"
assumed,"consumed,entombed,exhumed,perfumed,presumed,resumed,reassumed
"
assuming,"blooming,booming,dooming,fuming,grooming,looming,puming,rooming,zooming,consuming,presuming,resuming,unassuming
"
assured,"allured,endured,ensured,insured,inured,matured,obscured,procured,secured,reassured,reinsured,uninsured,unsecured
"
assuring,"curing,during,luehring,luhring,luring,mooring,touring,turing,alluring,enduring,ensuring,insuring,maturing,obscuring,procuring,securing,reassuring
"
attached,"detached,dispatched,mismatched,unmatched,overmatched,reattached,unattached
"
attack,"aback,adak,arrack,beaulac,chirac,dulac,knick-knack,repack,tabak,unpack,vanvlack,post-attack
"
attempted,"empted,tempted,exempted,preempted
"
attended,"bended,blended,ended,fended,mended,pended,splendid,tended,trended,amended,appended,ascended,befriended,commended,contended,defended,depended,descended,distended,expended,extended,intended,offended,pretended,suspended,transcended,apprehended,comprehended,recommended,reoffended,unamended,unattended,unintended"
attending,"bending,blending,ending,fending,lending,mending,pending,rending,sending,spending,tending,trending,vending,wending,amending,ascending,commending,contending,defending,depending,descending,expending,extending,impending,intending,misspending,offending,portending,pretending,relending,suspending,transcending,unbending,unending,apprehending,comprehending,condescending,recommending"
attractive,"active,inactive,proactive,reactive,refractive,hyperactive,interactive,overactive,retroactive,unattractive"
available,"salable,saleable,inhalable,unsalable,unsaleable"
average,"average
"
awake,"forsake,mistake,opaque,partake,remake,retake
"
awful,"coffel,stoffel,waffle,falafel
"
back,"aback,adak,arrack,attack,beaulac,chirac,dulac,knick-knack,repack,tabak,unpack,vanvlack,post-attack
"
backed,"abstract,attacked,attract,compact,contract,detract,diffract,distract,enact,exact,extract,impact,intact,medfact,protract,react,redact,repacked,retract,subtract,transact,unpacked,inexact,interact,reenact,counterattacked,overreact
"
bad,"arvad,ayyad,forbad,mirad,mossad,riyad,riyadh,shabad,shahrzad,strnad,ciudad,sociedad
"
bar,"adar,afar,ajar,algar,allar,alvare,amar,azar,azhar,bargar,bazaar,bazar,bejar,bizarre,bodnar,bogar,bognar,bomar,bondar,bonior,boyar,ceasar,cigar,cisar,cotnoir,cousar,d'ivoire,dakar,dardar,demar,detar,dinar,disbar,dzhokhar,dzokhar,farquar,farrar,ghafar,giroir,giscard,godar,gombar,gregoire,guitar,guizar,hajjar,hamar,hribar,huizar,jabar,jabbar,jaffar,jamar,jiar,jr,kadar,kjar,kumar,labar,lamar,lamarr,lebar,lemar,mcgarr,melgar,minnaar,myanmar,najar,najjar,navar,navarre,nayyar,nazar,obar,obarr,paccar,pickar,pintar,preslar,qatar,renoir,revoir,ribar,robar,sagar,sharar,sharrar,soutar,subpar,tabar,tesar,tokar,tovar,transtar,victoire,zachar,zadar,zagar,zalar,aer,almanzar,andujar,aquilar,avelar,baldemar,baltazar,delamar,delebarre,hekmatyar,hocevar,menjivar,npr,rajkumar,saldivar,saldovar,superstar,valdemar,zaldivar,zulfikar,almodovar,balakumar,emdr,qasr"
base,"abase,apace,debase,deface,degrace,disgrace,displace,efface,embrace,encase,erase,incase,lambastes,left-brace,misplace,replace,retrace,right-brace,interlace,arianespace
"
based,"abased,debased,defaced,disgraced,displaced,distaste,embraced,encased,erased,foretaste,lambaste,misplaced,replaced,retraced,unplaced,interlaced
"
basic,"diabasic
"
bearing,"airing,baring,behring,bering,blaring,caring,chairing,daring,derring,erring,fehring,flaring,garing,gehring,glaring,haring,herring,maring,mehring,nehring,pairing,paring,scaring,schering,sharing,snaring,sparing,squaring,staring,swearing,tearing,wareing,waring,wearing,zaring,zehring,zeringue,comparing,declaring,despairing,impairing,preparing,repairing,uncaring,unsparing,overbearing
"
becoming,"coming,cumming,drumming,dumbing,humming,numbing,plumbing,strumming,summing,thumbing,forthcoming,succumbing,unbecoming
"
beforehand,"forehand,beforehand
"
beginning,"binning,dinning,finning,ginning,grinning,inning,pinning,printing,sinning,spinning,thinning,winning,imprinting
"
beguiled,"compiled,refiled,restyled,reviled
"
beguiling,"dialing,dreiling,filing,fryling,kreiling,piling,reiling,smiling,styling,tiling,wiling,compiling,unsmiling
"
beheaded,"bedded,breaded,dreaded,headed,leaded,shredded,threaded,wedded,embedded,imbedded,unleaded
"
behind,"aligned,assigned,combined,confined,consigned,declined,defined,designed,elkind,enshrined,entwined,gschwind,inclined,maligned,mankind,opined,refined,remind,resigned,unkind,unlined,unsigned,unwind,disinclined,intertwined,realigned,reassigned,redefined,redesigned,unconfined,undefined,undermined,unrefined
"
beholden,"bolden,boldon,colden,folden,golden,holden,kolden,molden,moulden,nolden,olden,roldan,soldan,volden,wolden,embolden
"
belated,"baited,bated,dated,fated,feted,gaited,gated,grated,hated,mated,plated,rated,sated,skated,slated,stated,waited,weighted,abated,awaited,berated,created,debated,deflated,dilated,elated,equated,inflated,misstated,negated,predated,prorated,related,restated,sedated,translated,undated,unrated,unstated,updated,vacated,annotated,conjugated,desecrated,overrated,overweighted,reinstated,unabated,underrated,underweighted,unrelated"
believable,"achievable,conceivable,receivable"
belittled,"whittled,belittled
"
belittling,"whitling,whittling,belittling
"
bellied,"jellied
"
belligerent,"refrigerant
"
beloved,"unloved,beloved
"
belted,"melted,pelted
"
bemused,"abused,accused,amused,confused,defused,diffused,enthused,excused,infused,misused,perused,recused,refused,reused,suffused,transfused,unused,disabused,overused,underused
"
ben,"again,amen,antenne,beauchesne,cayenne,courchesne,derouen,duchenne,dufresne,jiawen,lawmen,magten,ming-jen,nguyen,oilmen,pitchmen,po-jen,salmen,sheng-fen,teng-wen,un,uren,adrienne,cnn,georgienne,handymen,lpn,madeleine,patrolmen,sdn,tienanmen,vannguyen,comedienne,knin,sebastiane"
bended,"blended,ended,fended,mended,pended,splendid,tended,trended,amended,appended,ascended,attended,befriended,commended,contended,defended,depended,descended,distended,expended,extended,intended,offended,pretended,suspended,transcended,apprehended,comprehended,recommended,reoffended,unamended,unattended,unintended"
bending,"blending,ending,fending,lending,mending,pending,rending,sending,spending,tending,trending,vending,wending,amending,ascending,attending,commending,contending,defending,depending,descending,expending,extending,impending,intending,misspending,offending,portending,pretending,relending,suspending,transcending,unbending,unending,apprehending,comprehending,condescending,recommending"
beneficent,"deficient,efficient,omniscient,proficient,sufficient,coefficient,inefficient,insufficient,self-sufficient
"
beneficial,"bischel,fischel,fishel,fishell,kischell,mischel,pischel,rishel,rishell,initial,judicial,official,artificial,sacrificial,superficial,unofficial
"
benevolent,"prevalent,malevolent
"
benighted,"blighted,cited,knighted,lighted,righted,sighted,sited,slighted,spited,whited,delighted,excited,ignited,incited,indicted,indited,invited,recited,shortsighted,united,disinvited,reignited,reinvited,reunited,unindicted,uninvited,unrequited"
benign,"align,aline,assign,bornstein,burdine,combine,confine,consign,decline,define,design,devine,dewine,divine,emlynne,enshrine,entwine,gourdine,hot-line,ice-nine,incline,limine,malign,nadein,opine,refine,repine,resign,sharp-sign,supine,vandine,vanduyn,vanduyne,disincline,intertwine,leontine,macalpine,missildine,realign,reassign,recombine,redefine,redesign
"
bent,"accent,ascent,assent,augment,cement,consent,content,dement,descent,dessent,dissent,event,extent,ferment,gourment,indent,intent,invent,lament,misspent,outspent,percent,present,prevent,relent,repent,resent,segment,tashkent,torment,unsent,unspent,circumvent,discontent,malcontent,nonevent,occident,overspent,reinvent,represent,supplement,underwent,misrepresent"
bereaved,"achieved,aggrieved,believed,conceived,deceived,perceived,received,relieved,retrieved,misconceived,preconceived,unrelieved
"
bereft,"antitheft
"
berserk,"declerck,declercq,declerk,declerque,deklerk,leclerc,magouirk,mcguirk,mcgurk,rework,overwork
"
besetting,"betting,fetting,fretting,getting,jetting,letting,netting,petting,setting,sweating,vetting,wetting,abetting,begetting,forgetting,offsetting,regretting,reseting,upsetting
"
best,"abreast,addressed,addwest,arrest,assessed,attest,behest,bequest,celeste,compressed,confessed,congest,contest,d'allest,depressed,detest,digest,digressed,distressed,divest,expressed,farwest,finessed,impressed,infest,ingest,invest,midwest,molest,natwest,northwest,norwest,obsessed,oppressed,penwest,possessed,professed,progressed,protest,recessed,repressed,request,retest,southwest,stateswest,suggest,suppressed,transgressed,undressed,unrest,acquiesced,coalesced,dispossessed,eastern-west,indigest,intrawest,rearrest,reassessed,reinvest,repossessed,self-professed,telequest,telewest,unaddressed,unimpressed
"
bested,"breasted,chested,crested,guested,jested,nested,rested,smestad,tested,vested,wrested,arrested,attested,congested,contested,detested,divested,infested,ingested,invested,molested,protested,requested,retested,suggested,untested,rearrested,reinvested,uncontested,unmolested
"
bestial,"celestial
"
bestowed,"abode,bestrode,busload,commode,corrode,decode,encode,erode,explode,forebode,implode,kanode,m-code,methode,out-mode,outmode,plateaued,reload,unbowed,unload,overflowed,overrode
"
betraying,"baying,fraying,graying,haying,heying,laying,paying,playing,praying,preying,saying,slaying,spraying,staying,straying,swaying,weighing,allaying,buffeting,conveying,crocheting,decaying,delaying,dismaying,displaying,doomsaying,nonpaying,obeying,portraying,prepaying,repaying,replaying,surveying,disobeying,overplaying
"
better,"ator,bettor,debtor,detter,etter,fetter,fretter,geter,getter,jetter,ketter,letter,metter,mettur,netter,petre,petter,retter,schetter,setter,shetter,stetter,sweater,tretter,tschetter,vetere,vetter,wetter,yetter,pipetter
"
bettering,"kettering,lettering
"
betting,"fetting,fretting,getting,jetting,letting,netting,petting,setting,sweating,vetting,wetting,abetting,begetting,besetting,forgetting,offsetting,regretting,reseting,upsetting
"
bevel,"bevil,bevill,devil,devoll,evel,level,revel,bedevil,dishevel,multilevel
"
bewitched,"enriched
"
bias,"byas,byus,dyas,dyess,kious,pious,pius,vyas,darius,elias,mathias,matthias,tobias,himalayas,zacharias
"
biased,"driest,griest,highest,wiest,unbiased
"
biaxial,"axial,coaxial
"
bicentennial,"biennial,centennial,decennial,millennial,perennial,quadrennial,triennial"
bicuspid,"tricuspid
"
biennial,"centennial,decennial,millennial,perennial,quadrennial,triennial"
big,"isgrigg,mcquigg,renege
"
bigger,"biggar,crigger,digger,nigger,rigor,rigueur,sigur,sligar,trigger,viger,vigor,wigger
"
bilateral,"lateral,collateral,trilateral"
bilingual,"dingwall,monolingual
"
bilious,punctilious
billed,"distilled,fulfilled,instilled,rebuild,refilled,unfilled,unskilled,unfulfilled
"
billion,"dillion,filion,fillion,jillian,jillion,killian,killion,lilian,million,pillion,quillian,stillion,trillion,zillion,brazilian,castrillon,civilian,mcmillian,mcmillion,octillion,pavilion,pavillion,vaudevillian,vermilion,vermillion,multibillion,multimillion
"
billionth,"millionth
"
bimonthly,"monthly,bimonthly
"
binary,"finery,whinery,winery,refinery
"
binding,"blinding,finding,grinding,minding,winding,nonbinding,reminding,unwinding
"
binocular,"jocular,binocular
"
biochemical,"chemical,polemical"
biographical,graphical
biological,"logical,illogical,zoological"
biotechnological,"logical,illogical,zoological"
biotic,"aquatic,chaotic,despotic,erotic,exotic,hypnotic,narcotic,neurotic,psychotic,quixotic,robotic,astronautic,idiotic,patriotic,semiotic,symbiotic"
bipartisan,"artisan,partisan,nonpartisan,bipartisan
"
bipolar,"boehler,bohler,bolar,boler,bowler,coler,foeller,goeller,hohler,koehler,koeller,kohler,kolar,moeller,mohler,molar,moler,noller,oehler,ohler,oler,poehler,polar,proler,roeller,roller,schoeller,scholer,sholar,skoler,solar,soler,stohler,stolar,stoler,stoller,stroller,tolar,toler,toller,towler,voeller,woehler,wohler,zoeller,comptroller,controller
"
biracial,"facial,glacial,racial,spatial,nonracial,palatial,proglacial,transracial,interracial,multiracial
"
birch,"research
"
birk,"berserk,declerck,declercq,declerk,declerque,deklerk,leclerc,magouirk,mcguirk,mcgurk,rework,overwork
"
birthing,"worthing,unearthing
"
bisexual,"sexual,bisexual
"
bit,"acquit,admit,barritt,befit,boblitt,burditt,clampitt,commit,davitt,devitt,dewitt,dewitte,douthit,douthitt,emit,gillett,it-wit,laffitte,lafitte,legit,mcnitt,omit,permit,politte,presplit,prewitt,refit,remit,savitt,submit,transmit,unfit,readmit,recommit,resubmit
"
bitchy,"cichy,itchy,michie,richey,richie,ritchey,ritchie,tichy,witchey,witchy
"
biting,"citing,fighting,kiting,lighting,sighting,siting,slighting,whiting,writing,delighting,exciting,igniting,inciting,indicting,inviting,nonbiting,reciting,rewriting,uniting,reigniting,reuniting,underwriting,unexciting,uninviting
"
bitten,"bitton,britain,briton,brittain,brittan,britten,britton,ditton,fitton,gettin',gritton,kitten,litten,litton,lytton,mittan,mitten,mitton,ryton,sittin',sitton,smitten,titone,whiton,whitten,whitton,witten,witton,written,leviton,rewritten,unwritten,overwritten
"
bitter,"bitar,critter,ditter,fitter,fritter,gitter,glitter,gritter,hitter,jitter,knitter,litter,quitter,ritter,schlitter,schmitter,sitar,sitter,titter,witter,aglitter,embitter,transmitter
"
bitty,"chitty,citi,city,clytie,ditty,gritty,hitty,itty,kitty,litty,miltie,nitty,pity,pretty,smitty,twitty,whitty,witty,commitee,committee,mcquitty,tarditi,fulginiti,itty-bitty,subcommittee
"
bituminous,"humanists,luminous,voluminous
"
